ريال سعودى	كلمات
1776	الانصياع
1777	هدف
1778	هدف
1779	التزام
1780	الملاحظة
1781	رصد
1782	الحصول على
1783	بديهي
1784	بوضوح
1785	مناسبات
1786	من حين اخر
1787	تحدث
1788	محيط
1789	الساعة
1790	اكتوبر
1791	الفردية
1792	من
1793	إيقاف
1794	جريمة
1795	الإساءة
1796	مسيئة
1797	عرض
1798	مكتب
1799	ضابط
1800	الرسمية
1801	غالباً
1802	أوه
1803	نفط
1804	نعم
1805	قديم
1806	قديم الطراز
1807	على
1808	ذات مرة
1809	واحد
1810	بصلة
1811	عبر الانترنت
1812	فقط
1813	على
1814	افتح
1815	افتتاح
1816	العمل
1817	عملية
1818	رأي
1819	الخصم
1820	فرصة
1821	يعارض
1822	يعارض
1823	عكس
1824	معارضة
1825	اختيار
1826	أو
1827	البرتقالي
1828	ترتيب
1829	عادي
1830	عضو
1831	منظمة
1832	تنظم
1833	منظم
1834	منظم
1835	الأصل
1836	أصلي
1837	في الأصل
1838	آخر
1839	خلاف ذلك
1840	ينبغي
1841	ملكنا
1842	لنا
1843	أنفسنا
1844	خارج
1845	حصيلة
1846	في الخارج
1847	في الهواء الطلق
1848	خارجي
1849	الخطوط العريضة
1850	الخارج
1851	فرن
1852	خلال
1853	شاملة
1854	يدين
1855	ملك
1856	صاحبة
1857	سرعة
1858	علية
1859	حزمة
1860	صفحة
1861	الم
1862	مؤلم
1863	رسم
1864	دهان
1865	لوحة
1866	زوج
1867	قصر
1868	باهت
1869	حرمان
1870	فريق
1871	بنطال
1872	ورق
1873	فقرة
1874	الأبوين
1875	منتزه
1876	موقف سيارات
1877	البرلمان
1878	جزء
1879	مشارك
1880	مشاركة
1881	خاص
1882	خصوصا
1883	جزئيا
1884	شريك
1885	حفل
1886	يمر
1887	الممر
1888	راكب
1889	شغف
1890	جواز سفر
1891	ماضي
1892	طريق
1893	صبور
1894	نمط
1895	يدفع
1896	دفع
1897	سلام
1898	امن
1899	قلم جاف
1900	قلم
1901	بيني
1902	المعاش 1
1903	اشخاص
1904	فلفل
1905	لكل
1906	نسبه مئويه
1907	النسبة المئوية
1908	في احسن الاحوال
1909	تماما
1910	نفذ
1911	أداء
1912	ربما
1913	فترة
1914	دائم
1915	الإذن
1916	يسمح
1917	شخص
1918	شخصي
1919	الشخصية
1920	شخصيا
1921	إنطباع
1922	اقناع
1923	حيوان أليف
1924	بنزين
1925	مرحلة
1926	ظاهرة
1927	فلسفة
1928	هاتف
1929	صورة فوتوغرافية
1930	تصوير
1931	مصور فوتوغرافي
1932	التصوير
1933	العبارة
1934	بدني
1935	الفيزياء
1936	بيانو
1937	قطف او يقطف
1938	صورة
1939	قطعة
1940	خنزير
1941	كومة
1942	طيار
1943	دبوس
1944	زهري
1945	يضخ
1946	يقذف
1947	مكان
1948	عادي
1949	خطة
1950	طائرة
1951	كوكب
1952	تخطيط
1953	مصنع
1954	بلاستيك
1955	لوحة
1956	برنامج
1957	لعب
1958	لاعب
1959	جَذّاب
1960	من فضلك
1961	مسرور
1962	بكل سرور
1963	وفرة
1964	حبكة
1965	زائد 1
1966	جيب
1967	قصيدة
1968	شاعر
1969	الشعر
1970	نقطة
1971	يشير الى
1972	سم
1973	سامة
1974	شرطة
1975	الشرطي
1976	سياسات
1977	مؤدب
1978	سياسي
1979	سياسي
1980	سياسة
1981	التلوث
1982	حمام سباحة
1983	فقير
1984	البوب
1985	جمع
1986	شعبية
1987	تعداد السكان
1988	ميناء
1989	لَوحَة
1990	يشير إلى
1991	موقع
1992	إيجابي
1993	يمتلك
1994	ملكية
1995	إمكانية
1996	المستطاع
1997	ربما
1998	بريد
1999	ملصق
2000	وعاء
2001	البطاطس
2002	القدره
2003	جنيه
2004	يصب
2005	فقر
2006	مسحوق
2007	قوة
2008	قوي
2009	عملي
2010	ممارسة
2011	ممارسة
2012	مدح
2013	يصلي
2014	دعاء
2015	يتنبأ
2016	تنبؤ
2017	تفضل
2018	حامل
2019	تحضير
2020	إعداد
2021	أعدت
2022	حضور
2023	الحالي
2024	عرض تقديمي
2025	الحفاظ على
2026	رئيس
2027	صحافة
2028	الضغط
2029	يدّعي
2030	جميل
2031	يحول دون
2032	السابق
2033	سابقًا
2034	سعر
2035	كاهن
2036	الأولية
2037	رئيس
2038	أمير
2039	أميرة
2040	المبدأ
2041	مطبعة
2042	طابعة
2043	الطباعة
2044	أولوية
2045	السجن
2046	أسير
2047	الإجمالية
2048	خاص
2049	جائزة
2050	المحتمل
2051	مشكلة
2052	إجراء
2053	معالجة
2054	ينتج
2055	منتج
2056	منتج
2057	إنتاج
2058	مهنة
2059	المحترفين
2060	دكتور جامعى
2061	الملف الشخصي
2062	ربح
2063	برنامج
2064	برنامج
2065	تقدم
2066	مشروع
2067	يعد
2068	يرقي
2069	نطق
2070	دليل - إثبات
2071	مناسب
2072	بصورة صحيحة
2073	منشأه
2074	اقتراح
2075	اقترح
2076	احتمال
2077	يحمي
2078	الحماية
2079	وقفة احتجاجية
2080	فخور
2081	يثبت
2082	تزود
2083	الطبيب النفسي
2084	علم النفس
2085	حانة
2086	عام
2087	النشر
2088	ينشر
2089	يحذب
2090	يعاقب
2091	عقاب
2092	التلميذ
2093	عملية الشراء
2094	نقي
2095	ليلكي
2096	غاية
2097	لاحق
2098	يدفع
2099	وضع
2100	المؤهل
2101	تأهلت
2102	مؤهل
2103	جودة
2104	كمية
2105	ربع
2106	ملكة
2107	سؤال
2108	طابور
2109	سريع
2110	بسرعة
2111	هادئ
2112	بهدوء
2113	استقال
2114	الى حد كبير
2115	اقتباس
2116	يقتبس
2117	سباق (منافسة)
2118	العرق (الناس)
2119	سباق
2120	مذياع
2121	سكة حديدية
2122	مطر
2123	رفع
2124	نطاق
2125	مرتبة
2126	سريعون
2127	بسرعة
2128	نادر
2129	نادرا
2130	معدل
2131	بدلاً
2132	الخام
2133	تصل
2134	تتفاعل
2135	تفاعل
2136	قرأ
2137	قارئ
2138	قراءة
2139	جاهز
2140	حقا
2141	واقعي
2142	واقع
2143	تدرك
2144	حقًا
2145	السبب
2146	مسؤول
2147	اعد الاتصال
2148	الإيصال
2149	تلقى
2150	مؤخرًا
2151	حديثاً
2152	استقبال
2153	وصفة
2154	تعرف
2155	نوصي
2156	توصية
2157	سجل
2158	تسجيل
2159	استعادة
2160	إعادة التدوير
2161	أحمر
2162	خفض
2163	اختزال
2164	أشير
2165	المرجعي
2166	يعكس
2167	رفض 1
2168	اعتبار
2169	منطقة
2170	إقليمي
2171	تسجيل
2172	ندم
2173	عادي
2174	بشكل منتظم
2175	اللائحة
2176	رفض
2177	ترتبط
2178	ذات صلة
2179	علاقة
2180	صلة
2181	نسبيا
2182	نسبياً
2183	يستريح
2184	استرخاء
2185	الاسترخاء
2186	إطلاق سراح
2187	ذو صلة
2188	موثوق بها
2189	اِرتِياح
2190	دين
2191	متدين
2192	يعتمد
2193	يبقى
2194	ملاحظة
2195	تذكر
2196	يتذكر
2197	التحكم عن بعد
2198	إزالة
2199	تأجير
2200	يصلح
2201	كرر
2202	معاد
2203	يحل محل
2204	الرد
2205	أبلغ عن
2206	مراسل
2207	يمثل
2208	وكيل
2209	سمعة
2210	طلب
2211	يتطلب
2212	المتطلبات
2213	إنقاذ
2214	ابحاث
2215	الباحث
2216	تحفظ
2217	الاحتياطي
2218	مقيم
2219	يقاوم
2220	حل
2221	ملتجأ
2222	الموارد
2223	احترام
2224	رد
2225	استجابة
2226	المسئولية
2227	مسؤول
2228	الباقي (الجزء المتبقي)
2229	الراحة (النوم / الاسترخاء)
2230	مطعم
2231	نتيجة
2232	يحتفظ
2233	يتقاعد
2234	متقاعد
2235	إرجاع
2236	يكشف
2237	إعادة النظر
2238	تراجع
2239	ثورة
2240	جائزة
2241	إيقاع
2242	أرز
2243	ثري
2244	يتخلص
2245	اركب
2246	حقا
2247	حلقة 1
2248	حلقة 2
2249	ترتفع
2250	مخاطرة
2251	نهر
2252	طريق
2253	إنسان آلي
2254	الحجر الصخري)
2255	موسيقى صاخبه)
2256	وظيفة
2257	لفافة
2258	رومانسي
2259	سقف
2260	مجال
2261	جذر
2262	حبل
2263	قاس
2264	دائري
2265	طريق
2266	نمط
2267	صف 1
2268	ملكي
2269	فرك
2270	ممحاة
2271	قمامة
2272	قلة الادب
2273	كرة القدم الامريكية
2274	قاعدة
2275	يجري
2276	عداء
2277	ادارة
2278	قروي
2279	يسرع
2280	حزين
2281	للأسف
2282	آمنة
2283	سلامة
2284	ريشة
2285	إبحار
2286	بحار
2287	سلطة
2288	راتب
2289	تخفيض السعر
2290	ملح
2291	نفس
2292	عينة
2293	رمل
2294	ساندويتش
2295	الأقمار الصناعية
2296	راضي
2297	رضا
2298	السبت
2299	صلصة
2300	حفظ
2301	إنقاذ
2302	قل
2303	مقياس
2304	مسح
2305	مفزوع
2306	مخيف
2307	مشهد
2308	برنامج
2309	مخطط
2310	المدرسة
2311	علوم
2312	علمي
2313	عالم
2314	نتيجة
2315	تصرخ
2316	شاشة
2317	النصي
2318	النحت
2319	بحر
2320	بحث
2321	الموسم
2322	مقعد
2323	second1 (التالي بعد الأول)
2324	second1 (وحدة زمنية)
2325	ثانوي
2326	ثانيًا
2327	سر
2328	سكرتير
2329	الجزء
2330	قطاع
2331	يؤمن
2332	الأمان
2333	نرى
2334	بذرة
2335	بحث
2336	يبدو
2337	تحديد
2338	اختيار
2339	الذات
2340	باع
2341	إرسال
2342	أول
2343	حاسة
2344	منطقي
2345	حساس
2346	جملة او حكم على
2347	متفرق
2348	سبتمبر
2349	تسلسل
2350	سلسلة
2351	جدي
2352	بشكل جاد
2353	خادم
2354	تخدم
2355	الخدمات
2356	جلسة
2357	مجموعة (ضع)
2358	مجموعة (مجموعة)
2359	ضبط
2360	تسوية
2361	سبعة
2362	سبعة عشر
2363	سبعون
2364	العديد من
2365	شديدة
2366	الجنس
2367	جنسي
2368	الظل
2369	ظل
2370	هزة
2371	يجب
2372	بارز
2373	عار
2374	شكل
2375	شارك
2376	حاد
2377	هي
2378	خروف
2379	ملزمة
2380	رفوف
2381	الصدف
2382	مأوى
2383	تحول
2384	يلمع
2385	لامع
2386	سفينة
2387	قميص
2388	صدمة
2389	صدمت
2390	حذاء
2391	أطلق النار
2392	اطلاق الرصاص
2393	متجر
2394	التسوق
2395	قصيرة
2396	طلقة
2397	ينبغي
2398	كتف
2399	يصيح، يصرخ، صيحة
2400	تبين
2401	دش
2402	اغلق
2403	خجول
2404	مرض
2405	جانب
2406	مشهد
2407	إشارة
2408	الإشارة
2409	هام
2410	بشكل كبير
2411	الصمت
2412	صامتة
2413	الحرير
2414	سخيف
2415	فضة
2416	مماثل
2417	تشابه
2418	بصورة مماثلة
2419	بسيط
2420	ببساطة
2421	حيث
2422	مخلص
2423	يغنى
2424	مغني
2425	الغناء
2426	غير مرتبطة
2427	مكتب المدير
2428	سيدي المحترم
2429	أخت
2430	يجلس
2431	موقع
2432	الموقف
2433	ستة
2434	السادس عشر
2435	ستين
2436	بحجم
2437	تزلج
2438	التزحلق
2439	مهارة
2440	جلد
2441	تنورة
2442	سماء
2443	عبد
2444	ينام
2445	شريحة
2446	الانزلاق
2447	طفيف
2448	بعض الشيء
2449	ينزلق
2450	ميل
2451	بطيء
2452	ببطء
2453	صغير
2454	ذكي
2455	هاتف ذكي
2456	رائحة
2457	ابتسامة
2458	دخان
2459	التدخين
2460	ناعم
2461	ثعبان
2462	الثلج
2463	لذا
2464	صابون
2465	كرة القدم
2466	اجتماعي
2467	المجتمع
2468	جورب
2469	لين
2470	البرمجيات
2471	تربة
2472	شمسي
2473	جندي
2474	صلب
2475	المحلول
2476	يحل
2477	بعض
2478	شخص ما
2479	شخصا ما
2480	شيئا ما
2481	بعض الأحيان
2482	قليلا
2483	مكان ما
2484	ابن
2485	أغنية
2486	هكذا
2487	آسف
2488	فرز
2489	روح
2490	يبدو
2491	حساء
2492	مصدر
2493	جنوب
2494	الجنوب
2495	الفضاء
2496	تحدث
2497	مكبر الصوت
2498	خاص
2499	متخصص
2500	محيط
2501	محدد
2502	خاصة
2503	خطاب
2504	سرعة
2505	يتهجى
2506	الإملائية
2507	أنفق
2508	الإنفاق
2509	حار
2510	العنكبوت
2511	روح
2512	روحي
2513	ينقسم
2514	تحدث
2515	كفيل
2516	ملعقة
2517	رياضة
2518	بقعة
2519	انتشار
2520	ينبوع
2521	ميدان
2522	مستقر
2523	ملعب
2524	العاملين
2525	المسرح
2526	سلم
2527	ختم
2528	انتصاب
2529	اساسي
2530	نجمة
2531	التحديق
2532	بداية
2533	حالة
2534	بيان
2535	محطة
2536	إحصائية
2537	تمثال
2538	الحالة
2539	يقضي
2540	ثابت
2541	سرقة
2542	صلب
2543	انحدار
2544	خطوة
2545	عصا (دفع / إرفاق)
2546	عصا (قطعة من الخشب)
2547	لزج
2548	قاسٍ
2549	ساكن
2550	مخزون
2551	معدة
2552	حصاة
2553	قف
2554	متجر
2555	عاصفه
2556	قصة
2557	مستقيم
2558	غريب
2559	شخص غريب
2560	إستراتيجية
2561	مجرى
2562	شارع
2563	قوة
2564	ضغط عصبى
2565	تمتد
2566	حازم
2567	يضرب
2568	سلسلة
2569	قوي
2570	بقوة
2571	بنية
2572	صراع
2573	طالب علم
2574	الاستوديو
2575	دراسة
2576	أمور
2577	غبي
2578	نمط
2579	موضوعات
2580	إرسال
2581	مستوى
2582	ينجح
2583	النجاح
2584	ناجح
2585	بنجاح
2586	مثل
2587	مفاجئ
2588	فجأة
2589	يعاني
2590	السكر
2591	يقترح
2592	اقتراح
2593	تناسب
2594	متكافئ
2595	مجموع
2596	لخص
2597	ملخص
2598	الصيف
2599	الشمس
2600	الأحد
2601	سوبر ماركت
2602	إمداد
2603	الدعم
2604	مؤيد، مشجع، داعم
2605	افترض
2606	بالتأكيد
2607	بالتاكيد
2608	سطح - المظهر الخارجي
2609	الجراحة
2610	مفاجئة
2611	مندهش
2612	مفاجأة
2613	تحيط
2614	المحيط
2615	الدراسة الاستكشافية
2616	ينجو
2617	مشتبه فيه
2618	أقسم
2619	سترة
2620	مسح
2621	حلو
2622	السباحة
2623	سباحة
2624	تحول
2625	رمز
2626	تعاطف
2627	علامة مرض
2628	النظام
2629	الطاولة
2630	لوح
2631	ذيل
2632	يأخذ
2633	حكاية
2634	موهبة
2635	موهوب
2636	حديث
2637	طويل
2638	خزان
2639	شريط
2640	استهداف
2641	مهمة
2642	المذاق
2643	ضريبة
2644	سيارة اجره
2645	شاي
2646	يعلم
2647	معلم
2648	تعليم
2649	فريق
2650	دمعة 1
2651	المسيل للدموع 2
2652	تقني
2653	تقنية
2654	تكنولوجيا
2655	سن المراهقة
2656	مراهقة
2657	هاتف
2658	التلفاز
2659	أقول
2660	درجة الحرارة
2661	مؤقت
2662	عشرة
2663	ينزع
2664	تنس
2665	خيمة
2666	مصطلح
2667	كريه
2668	اختبار
2669	نص
2670	من
2671	شكر
2672	شكرًا
2673	الذي - التي
2674	ال
2675	مسرح
2676	هُم
2677	لهم
2678	هم
2679	سمة
2680	أنفسهم
2681	ومن بعد
2682	نظرية
2683	علاج نفسي
2684	هناك
2685	وبالتالي
2686	أنهم
2687	سميك
2688	لص
2689	نحيف
2690	شيء
2691	فكر في
2692	التفكير
2693	الثالث
2694	متعطش
2695	ثلاثة عشر
2696	ثلاثين
2697	هذه
2698	على أية حال
2699	يفكر
2700	ألف
2701	التهديد
2702	هدد
2703	ثلاثة
2704	حُلقُوم
2705	عبر
2706	على مدار
2707	يرمي
2708	يوم الخميس
2709	هكذا
2710	تذكرة
2711	مرتب
2712	ربطة عنق
2713	مشدود
2714	حتى
2715	زمن
2716	القصدير
2717	صغير الحجم
2718	تلميح
2719	مرهق
2720	لقب
2721	إلى
2722	اليوم
2723	إصبع قدم
2724	معاً
2725	الحمام
2726	طماطم
2727	الغد
2728	نغمة، رنه
2729	لسان
2730	هذه الليلة
2731	جدا
2732	أداة
2733	سن
2734	أعلى
2735	عنوان
2736	المجموع
2737	تماما
2738	يلمس
2739	قاسٍ
2740	جولة
2741	السياحة
2742	سائح
2743	من اتجاه
2744	منشفة
2745	برج
2746	بلدة
2747	عروسه لعبه
2748	مسار
2749	تجارة
2750	التقليد
2751	التقليديين
2752	حركة المرور
2753	قطار
2754	مدرب
2755	تمرين
2756	نقل
2757	تحول
2758	انتقال
2759	يترجم
2760	ترجمة
2761	المواصلات
2762	يسافر
2763	مسافر
2764	يعالج
2765	علاج او معاملة
2766	شجرة
2767	اتجاه
2768	التجربة
2769	حيلة
2770	رحلة قصيرة
2771	استوائي
2772	مشكلة
2773	بنطلون
2774	شاحنة
2775	صحيح
2776	حقا
2777	ثقة
2778	حقيقة
2779	محاولة
2780	تي شيرت
2781	الة النفخ
2782	يوم الثلاثاء
2783	نغم
2784	نفق
2785	منعطف أو دور
2786	تلفزيون
2787	اثني عشر
2788	عشرين
2789	مرتين
2790	التوأم
2791	اثنين
2792	يكتب
2793	عادي
2794	عادة
2795	إطار العجلة
2796	البشع
2797	أخيرًا
2798	مظلة
2799	غير قادر
2800	اخو الام
2801	غير مريح
2802	غير واعي
2803	تحت
2804	تحت الارض
2805	تفهم
2806	فهم
2807	ثياب داخلية
2808	عاطلين عن العمل
2809	البطالة
2810	غير متوقع
2811	غير منصف
2812	لسوء الحظ
2813	تعيس
2814	زي مُوحد
2815	اتحاد
2816	فريدة من نوعها
2817	وحدة
2818	المتحدة
2819	كون
2820	جامعة
2821	مجهول
2822	ما لم
2823	على عكس
2824	من غير المرجح
2825	غير ضروري
2826	غير سارة
2827	حتى
2828	غير عادي
2829	فوق
2830	تحديث
2831	على
2832	العلوي
2833	منزعج
2834	الطابق العلوي
2835	صعودا
2836	الحضاري
2837	يحث
2838	نحن
2839	استعمال
2840	تستخدم
2841	اعتاد
2842	مفيد
2843	المستعمل
2844	معتاد
2845	عادة
2846	عطلة
2847	الوادي
2848	ذو قيمة
2849	القيمة
2850	سيارة نقل
2851	تشكيلة
2852	مختلف
2853	يتغير
2854	واسع
2855	الخضروات
2856	عربة
2857	مكان
2858	إصدار
2859	جداً
2860	عبر
2861	ضحية
2862	فوز
2863	فيديو
2864	رأي
2865	مشاهد
2866	قرية
2867	هنف
2868	عنيف
2869	افتراضية
2870	فايروس
2871	رؤية
2872	يزور
2873	زائر
2874	المرئية
2875	مهم للغاية
2876	فيتامين
2877	صوت بشري
2878	الصوت
2879	تطوع
2880	تصويت
2881	الأجر
2882	انتظر
2883	النادل
2884	استيقظ
2885	مشي
2886	حائط
2887	يريد
2888	حرب
2889	دافيء
2890	تحذير
2891	تحذير
2892	غسل
2893	غسل
2894	المخلفات
2895	راقب
2896	ماء
2897	لوح
2898	طريق
2899	نحن
2900	ضعيف
2901	ضعف
2902	ثروة
2903	ثري
2904	سلاح
2905	يرتدي
2906	طقس
2907	الويب
2908	موقع الكتروني
2909	حفل زواج
2910	الأربعاء
2911	أسبوع
2912	عطلة نهاية الاسبوع
2913	وزن
2914	وزن
2915	أهلا بك
2916	نحن سوف
2917	الغرب
2918	الغربي
2919	مبلل
2920	ماذا او ما
2921	ايا كان
2922	عجلة
2923	متى
2924	كلما كان
2925	أين
2926	بينما
2927	أينما
2928	سواء
2929	أيّ
2930	في حين
2931	همسة
2932	أبيض
2933	منظمة الصحة العالمية
2934	كامل
2935	مَن
2936	ملك من
2937	لماذا
2938	واسع
2939	على نطاق واسع
2940	زوجة
2941	بري
2942	الحيوانات البرية
2943	إرادة
2944	مستعد
2945	فوز
2946	الرياح 1
2947	الرياح 2
2948	نافذة او شباك
2949	نبيذ
2950	جناح
2951	الفائز
2952	الشتاء
2953	الأسلاك
2954	حكيم
2955	رغبة
2956	مع
2957	داخل
2958	بدون
2959	الشاهد
2960	النساء
2961	يتعجب
2962	رائع
2963	خشب
2964	خشبي
2965	صوف
2966	كلمة
2967	الشغل
2968	عامل
2969	عمل
2970	العالمية
2971	في جميع أنحاء العالم
2972	قلق
2973	قلق
2974	أسوأ
2975	أسوأ
2976	يستحق
2977	سيكون
2978	جرح
2979	رائع
2980	طَوّق
2981	اكتب
2982	كاتب
2983	جاري الكتابة
2984	مكتوبة
2985	خاطئ - ظلم - يظلم
2986	حديقة منزل
2987	بلى
2988	عام
2989	الأصفر
2990	نعم
2991	في الامس
2992	حتى الآن
2993	أنت
2994	صغيرة
2995	لك
2996	لك
2997	نفسك
2998	شباب
2999	صفر
3000	منطقة
